2000/7/30,The Godfather (1972),American Beauty (1999),The Shawshank Redemption (1994),Schindler's List (1993),Casablanca (1942),Citizen Kane (1941),Star Wars (1977),The Godfather: Part II (1974),One Flew Over the Cuckoo's Nest (1975),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Shichinin no samurai (1954),Raiders of the Lost Ark (1981),Rear Window (1954),Psycho (1960),The Usual Suspects (1995),Star Wars: Episode V - The Empire Strikes Back (1980),Saving Private Ryan (1998),Pulp Fiction (1994),The Silence of the Lambs (1991),North by Northwest (1959),
2000/8/1,The Godfather (1972),The Shawshank Redemption (1994),American Beauty (1999),Schindler's List (1993),Casablanca (1942),Citizen Kane (1941),Star Wars (1977),The Godfather: Part II (1974),One Flew Over the Cuckoo's Nest (1975),Shichinin no samurai (1954),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Raiders of the Lost Ark (1981),Rear Window (1954),The Usual Suspects (1995),Star Wars: Episode V - The Empire Strikes Back (1980),Psycho (1960),Saving Private Ryan (1998),Pulp Fiction (1994),North by Northwest (1959),The Silence of the Lambs (1991),
2000/9/1,The Godfather (1972),The Shawshank Redemption (1994),Schindler's List (1993),American Beauty (1999),Casablanca (1942),Citizen Kane (1941),Star Wars (1977),The Godfather: Part II (1974),Shichinin no samurai (1954),One Flew Over the Cuckoo's Nest (1975),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Raiders of the Lost Ark (1981),Rear Window (1954),The Usual Suspects (1995),Star Wars: Episode V - The Empire Strikes Back (1980),Psycho (1960),Saving Private Ryan (1998),Pulp Fiction (1994),The Silence of the Lambs (1991),North by Northwest (1959),
2000/10/2,The Godfather (1972),The Shawshank Redemption (1994),Schindler's List (1993),Casablanca (1942),American Beauty (1999),Citizen Kane (1941),Star Wars (1977),The Godfather: Part II (1974),Shichinin no samurai (1954),One Flew Over the Cuckoo's Nest (1975),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Rear Window (1954),Raiders of the Lost Ark (1981),The Usual Suspects (1995),Psycho (1960),Star Wars: Episode V - The Empire Strikes Back (1980),Pulp Fiction (1994),North by Northwest (1959),Saving Private Ryan (1998),The Silence of the Lambs (1991),
2000/11/2,The Godfather (1972),The Shawshank Redemption (1994),Schindler's List (1993),Casablanca (1942),Citizen Kane (1941),American Beauty (1999),Star Wars (1977),The Godfather: Part II (1974),Shichinin no samurai (1954),One Flew Over the Cuckoo's Nest (1975),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Rear Window (1954),Raiders of the Lost Ark (1981),The Usual Suspects (1995),Psycho (1960),Star Wars: Episode V - The Empire Strikes Back (1980),North by Northwest (1959),Pulp Fiction (1994),Saving Private Ryan (1998),The Silence of the Lambs (1991),
2000/12/1,The Godfather (1972),The Shawshank Redemption (1994),Schindler's List (1993),Casablanca (1942),Citizen Kane (1941),American Beauty (1999),The Godfather: Part II (1974),Star Wars (1977),Shichinin no samurai (1954),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),One Flew Over the Cuckoo's Nest (1975),Raiders of the Lost Ark (1981),Rear Window (1954),The Usual Suspects (1995),Psycho (1960),Star Wars: Episode V - The Empire Strikes Back (1980),Pulp Fiction (1994),North by Northwest (1959),The Silence of the Lambs (1991),Saving Private Ryan (1998),
2001/1/2,The Godfather (1972),The Shawshank Redemption (1994),Schindler's List (1993),Citizen Kane (1941),Casablanca (1942),The Godfather: Part II (1974),American Beauty (1999),Star Wars (1977),Shichinin no samurai (1954),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),One Flew Over the Cuckoo's Nest (1975),Rear Window (1954),Raiders of the Lost Ark (1981),The Usual Suspects (1995),Psycho (1960),Star Wars: Episode V - The Empire Strikes Back (1980),Pulp Fiction (1994),North by Northwest (1959),The Silence of the Lambs (1991),It's a Wonderful Life (1946),
2001/2/1,The Godfather (1972),The Shawshank Redemption (1994),Schindler's List (1993),Citizen Kane (1941),Casablanca (1942),The Godfather: Part II (1974),American Beauty (1999),Star Wars (1977),Shichinin no samurai (1954),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),One Flew Over the Cuckoo's Nest (1975),Wo hu cang long (2000),Rear Window (1954),Raiders of the Lost Ark (1981),The Usual Suspects (1995),Psycho (1960),Star Wars: Episode V - The Empire Strikes Back (1980),Pulp Fiction (1994),North by Northwest (1959),The Silence of the Lambs (1991),
2001/3/1,The Godfather (1972),The Shawshank Redemption (1994),Schindler's List (1993),Casablanca (1942),Citizen Kane (1941),The Godfather: Part II (1974),Star Wars (1977),Shichinin no samurai (1954),Wo hu cang long (2000),American Beauty (1999),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),One Flew Over the Cuckoo's Nest (1975),Rear Window (1954),Raiders of the Lost Ark (1981),The Usual Suspects (1995),Psycho (1960),Star Wars: Episode V - The Empire Strikes Back (1980),Pulp Fiction (1994),North by Northwest (1959),The Silence of the Lambs (1991),
2001/4/1,The Godfather (1972),The Shawshank Redemption (1994),Schindler's List (1993),Citizen Kane (1941),Casablanca (1942),The Godfather: Part II (1974),Shichinin no samurai (1954),Star Wars (1977),Wo hu cang long (2000),American Beauty (1999),One Flew Over the Cuckoo's Nest (1975),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Rear Window (1954),Raiders of the Lost Ark (1981),The Usual Suspects (1995),Psycho (1960),Star Wars: Episode V - The Empire Strikes Back (1980),Pulp Fiction (1994),North by Northwest (1959),The Silence of the Lambs (1991),
2001/5/1,The Godfather (1972),The Shawshank Redemption (1994),Schindler's List (1993),Citizen Kane (1941),Casablanca (1942),The Godfather: Part II (1974),Shichinin no samurai (1954),Star Wars (1977),American Beauty (1999),One Flew Over the Cuckoo's Nest (1975),Wo hu cang long (2000),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Rear Window (1954),Raiders of the Lost Ark (1981),The Usual Suspects (1995),Psycho (1960),Star Wars: Episode V - The Empire Strikes Back (1980),Pulp Fiction (1994),North by Northwest (1959),The Silence of the Lambs (1991),
2001/6/1,The Godfather (1972),The Shawshank Redemption (1994),Citizen Kane (1941),Schindler's List (1993),Casablanca (1942),The Godfather: Part II (1974),Shichinin no samurai (1954),Star Wars (1977),Memento (2000),One Flew Over the Cuckoo's Nest (1975),American Beauty (1999),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Rear Window (1954),Wo hu cang long (2000),Raiders of the Lost Ark (1981),The Usual Suspects (1995),Psycho (1960),Star Wars: Episode V - The Empire Strikes Back (1980),Pulp Fiction (1994),North by Northwest (1959),
2001/7/1,The Godfather (1972),The Shawshank Redemption (1994),Schindler's List (1993),Citizen Kane (1941),Casablanca (1942),The Godfather: Part II (1974),Star Wars (1977),Shichinin no samurai (1954),American Beauty (1999),One Flew Over the Cuckoo's Nest (1975),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Memento (2000),Raiders of the Lost Ark (1981),Rear Window (1954),The Usual Suspects (1995),Wo hu cang long (2000),Star Wars: Episode V - The Empire Strikes Back (1980),Psycho (1960),Pulp Fiction (1994),The Silence of the Lambs (1991),
2001/8/1,The Godfather (1972),The Shawshank Redemption (1994),Schindler's List (1993),Citizen Kane (1941),Casablanca (1942),The Godfather: Part II (1974),Star Wars (1977),Shichinin no samurai (1954),One Flew Over the Cuckoo's Nest (1975),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Memento (2000),American Beauty (1999),Raiders of the Lost Ark (1981),Rear Window (1954),The Usual Suspects (1995),Star Wars: Episode V - The Empire Strikes Back (1980),Psycho (1960),Pulp Fiction (1994),Wo hu cang long (2000),The Silence of the Lambs (1991),
2001/9/1,The Godfather (1972),The Shawshank Redemption (1994),Schindler's List (1993),Citizen Kane (1941),Casablanca (1942),The Godfather: Part II (1974),Star Wars (1977),Shichinin no samurai (1954),One Flew Over the Cuckoo's Nest (1975),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Memento (2000),Raiders of the Lost Ark (1981),American Beauty (1999),Rear Window (1954),The Usual Suspects (1995),Star Wars: Episode V - The Empire Strikes Back (1980),Psycho (1960),Pulp Fiction (1994),The Silence of the Lambs (1991),North by Northwest (1959),
2001/10/1,The Godfather (1972),The Shawshank Redemption (1994),Schindler's List (1993),Citizen Kane (1941),Casablanca (1942),The Godfather: Part II (1974),Star Wars (1977),Shichinin no samurai (1954),Memento (2000),One Flew Over the Cuckoo's Nest (1975),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Raiders of the Lost Ark (1981),Rear Window (1954),American Beauty (1999),The Usual Suspects (1995),Star Wars: Episode V - The Empire Strikes Back (1980),Psycho (1960),Pulp Fiction (1994),The Silence of the Lambs (1991),North by Northwest (1959),
2001/11/3,The Godfather (1972),The Shawshank Redemption (1994),Schindler's List (1993),Citizen Kane (1941),The Godfather: Part II (1974),Casablanca (1942),Star Wars (1977),Shichinin no samurai (1954),Memento (2000),One Flew Over the Cuckoo's Nest (1975),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Rear Window (1954),Raiders of the Lost Ark (1981),American Beauty (1999),The Usual Suspects (1995),Star Wars: Episode V - The Empire Strikes Back (1980),Psycho (1960),Pulp Fiction (1994),The Silence of the Lambs (1991),North by Northwest (1959),
2001/12/1,The Godfather (1972),The Shawshank Redemption (1994),Citizen Kane (1941),Schindler's List (1993),The Godfather: Part II (1974),Casablanca (1942),Star Wars (1977),Shichinin no samurai (1954),Memento (2000),One Flew Over the Cuckoo's Nest (1975),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Rear Window (1954),Raiders of the Lost Ark (1981),American Beauty (1999),The Usual Suspects (1995),Star Wars: Episode V - The Empire Strikes Back (1980),Psycho (1960),Pulp Fiction (1994),The Silence of the Lambs (1991),North by Northwest (1959),
2002/1/1,The Lord of the Rings: The Fellowship of the Ring (2001),The Godfather (1972),The Shawshank Redemption (1994),The Godfather: Part II (1974),Citizen Kane (1941),Schindler's List (1993),Casablanca (1942),Star Wars (1977),Shichinin no samurai (1954),Memento (2000),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),One Flew Over the Cuckoo's Nest (1975),Raiders of the Lost Ark (1981),Rear Window (1954),The Usual Suspects (1995),Star Wars: Episode V - The Empire Strikes Back (1980),American Beauty (1999),Le fabuleux destin d'Amélie Poulain (2001),Psycho (1960),Pulp Fiction (1994),
2002/2/1,The Godfather (1972),The Lord of the Rings: The Fellowship of the Ring (2001),The Shawshank Redemption (1994),The Godfather: Part II (1974),Citizen Kane (1941),Schindler's List (1993),Casablanca (1942),Shichinin no samurai (1954),Star Wars (1977),Memento (2000),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),One Flew Over the Cuckoo's Nest (1975),Le fabuleux destin d'Amélie Poulain (2001),Rear Window (1954),Raiders of the Lost Ark (1981),The Usual Suspects (1995),Star Wars: Episode V - The Empire Strikes Back (1980),American Beauty (1999),Psycho (1960),Pulp Fiction (1994),
2002/3/1,The Godfather (1972),The Lord of the Rings: The Fellowship of the Ring (2001),The Shawshank Redemption (1994),The Godfather: Part II (1974),Schindler's List (1993),Citizen Kane (1941),Casablanca (1942),Shichinin no samurai (1954),Star Wars (1977),Memento (2000),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),One Flew Over the Cuckoo's Nest (1975),Le fabuleux destin d'Amélie Poulain (2001),Rear Window (1954),Raiders of the Lost Ark (1981),The Usual Suspects (1995),Star Wars: Episode V - The Empire Strikes Back (1980),American Beauty (1999),Psycho (1960),Pulp Fiction (1994),
2002/4/1,The Godfather (1972),The Shawshank Redemption (1994),The Lord of the Rings: The Fellowship of the Ring (2001),The Godfather: Part II (1974),Schindler's List (1993),Citizen Kane (1941),Casablanca (1942),Shichinin no samurai (1954),Star Wars (1977),Memento (2000),Le fabuleux destin d'Amélie Poulain (2001),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),One Flew Over the Cuckoo's Nest (1975),Rear Window (1954),Raiders of the Lost Ark (1981),The Usual Suspects (1995),Star Wars: Episode V - The Empire Strikes Back (1980),Psycho (1960),American Beauty (1999),Pulp Fiction (1994),
2002/5/1,The Godfather (1972),The Shawshank Redemption (1994),The Lord of the Rings: The Fellowship of the Ring (2001),The Godfather: Part II (1974),Schindler's List (1993),Citizen Kane (1941),Casablanca (1942),Shichinin no samurai (1954),Star Wars (1977),Memento (2000),Le fabuleux destin d'Amélie Poulain (2001),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),One Flew Over the Cuckoo's Nest (1975),Raiders of the Lost Ark (1981),Rear Window (1954),The Usual Suspects (1995),Star Wars: Episode V - The Empire Strikes Back (1980),Psycho (1960),Pulp Fiction (1994),American Beauty (1999),
2002/6/1,The Godfather (1972),The Shawshank Redemption (1994),The Lord of the Rings: The Fellowship of the Ring (2001),The Godfather: Part II (1974),Citizen Kane (1941),Shichinin no samurai (1954),Schindler's List (1993),Casablanca (1942),Star Wars (1977),Le fabuleux destin d'Amélie Poulain (2001),Memento (2000),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),One Flew Over the Cuckoo's Nest (1975),Rear Window (1954),The Usual Suspects (1995),Raiders of the Lost Ark (1981),Star Wars: Episode V - The Empire Strikes Back (1980),Psycho (1960),Pulp Fiction (1994),American Beauty (1999),
2002/7/1,The Godfather (1972),The Shawshank Redemption (1994),The Lord of the Rings: The Fellowship of the Ring (2001),The Godfather: Part II (1974),Citizen Kane (1941),Shichinin no samurai (1954),Schindler's List (1993),Casablanca (1942),Star Wars (1977),Le fabuleux destin d'Amélie Poulain (2001),Memento (2000),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),One Flew Over the Cuckoo's Nest (1975),Rear Window (1954),The Usual Suspects (1995),Raiders of the Lost Ark (1981),Star Wars: Episode V - The Empire Strikes Back (1980),Pulp Fiction (1994),Psycho (1960),American Beauty (1999),
2002/8/1,The Godfather (1972),The Shawshank Redemption (1994),The Godfather: Part II (1974),The Lord of the Rings: The Fellowship of the Ring (2001),Citizen Kane (1941),Schindler's List (1993),Casablanca (1942),Shichinin no samurai (1954),Star Wars (1977),Memento (2000),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),One Flew Over the Cuckoo's Nest (1975),Le fabuleux destin d'Amélie Poulain (2001),Rear Window (1954),The Usual Suspects (1995),Raiders of the Lost Ark (1981),Star Wars: Episode V - The Empire Strikes Back (1980),Psycho (1960),Pulp Fiction (1994),North by Northwest (1959),
2002/9/1,The Godfather (1972),The Shawshank Redemption (1994),The Godfather: Part II (1974),The Lord of the Rings: The Fellowship of the Ring (2001),Citizen Kane (1941),Schindler's List (1993),Casablanca (1942),Shichinin no samurai (1954),Star Wars (1977),Memento (2000),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),One Flew Over the Cuckoo's Nest (1975),Rear Window (1954),The Usual Suspects (1995),Raiders of the Lost Ark (1981),Le fabuleux destin d'Amélie Poulain (2001),Star Wars: Episode V - The Empire Strikes Back (1980),North by Northwest (1959),Pulp Fiction (1994),Psycho (1960),
2002/10/1,The Godfather (1972),The Shawshank Redemption (1994),The Godfather: Part II (1974),The Lord of the Rings: The Fellowship of the Ring (2001),Citizen Kane (1941),Schindler's List (1993),Casablanca (1942),Shichinin no samurai (1954),Star Wars (1977),Memento (2000),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),One Flew Over the Cuckoo's Nest (1975),Rear Window (1954),Raiders of the Lost Ark (1981),The Usual Suspects (1995),Star Wars: Episode V - The Empire Strikes Back (1980),Le fabuleux destin d'Amélie Poulain (2001),North by Northwest (1959),Pulp Fiction (1994),Psycho (1960),
2002/11/1,The Godfather (1972),The Shawshank Redemption (1994),The Godfather: Part II (1974),Citizen Kane (1941),Schindler's List (1993),The Lord of the Rings: The Fellowship of the Ring (2001),Casablanca (1942),Shichinin no samurai (1954),Star Wars (1977),Memento (2000),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),One Flew Over the Cuckoo's Nest (1975),Rear Window (1954),Raiders of the Lost Ark (1981),The Usual Suspects (1995),Star Wars: Episode V - The Empire Strikes Back (1980),Le fabuleux destin d'Amélie Poulain (2001),North by Northwest (1959),Pulp Fiction (1994),Psycho (1960),
2002/12/1,The Godfather (1972),The Shawshank Redemption (1994),The Godfather: Part II (1974),Citizen Kane (1941),Schindler's List (1993),The Lord of the Rings: The Fellowship of the Ring (2001),Casablanca (1942),Shichinin no samurai (1954),Star Wars (1977),Memento (2000),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),One Flew Over the Cuckoo's Nest (1975),Rear Window (1954),Raiders of the Lost Ark (1981),The Usual Suspects (1995),Star Wars: Episode V - The Empire Strikes Back (1980),Le fabuleux destin d'Amélie Poulain (2001),North by Northwest (1959),Pulp Fiction (1994),Psycho (1960),
2003/1/1,The Godfather (1972),The Shawshank Redemption (1994),The Godfather: Part II (1974),The Lord of the Rings: The Fellowship of the Ring (2001),Citizen Kane (1941),Schindler's List (1993),Casablanca (1942),Shichinin no samurai (1954),Star Wars (1977),Memento (2000),The Lord of the Rings: The Two Towers (2002),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),One Flew Over the Cuckoo's Nest (1975),Rear Window (1954),Raiders of the Lost Ark (1981),The Usual Suspects (1995),Star Wars: Episode V - The Empire Strikes Back (1980),Le fabuleux destin d'Amélie Poulain (2001),North by Northwest (1959),Pulp Fiction (1994),
2003/2/1,The Godfather (1972),The Shawshank Redemption (1994),The Godfather: Part II (1974),The Lord of the Rings: The Fellowship of the Ring (2001),Schindler's List (1993),Citizen Kane (1941),Casablanca (1942),Shichinin no samurai (1954),Star Wars (1977),Memento (2000),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),One Flew Over the Cuckoo's Nest (1975),Rear Window (1954),The Lord of the Rings: The Two Towers (2002),The Usual Suspects (1995),Raiders of the Lost Ark (1981),Star Wars: Episode V - The Empire Strikes Back (1980),Le fabuleux destin d'Amélie Poulain (2001),North by Northwest (1959),Pulp Fiction (1994),
2003/3/1,The Godfather (1972),The Shawshank Redemption (1994),The Godfather: Part II (1974),Schindler's List (1993),The Lord of the Rings: The Fellowship of the Ring (2001),Casablanca (1942),Citizen Kane (1941),Shichinin no samurai (1954),Star Wars (1977),Memento (2000),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),One Flew Over the Cuckoo's Nest (1975),Rear Window (1954),Star Wars: Episode V - The Empire Strikes Back (1980),Raiders of the Lost Ark (1981),The Usual Suspects (1995),The Lord of the Rings: The Two Towers (2002),Le fabuleux destin d'Amélie Poulain (2001),North by Northwest (1959),Pulp Fiction (1994),
2003/4/1,The Godfather (1972),The Shawshank Redemption (1994),The Godfather: Part II (1974),Schindler's List (1993),The Lord of the Rings: The Fellowship of the Ring (2001),Citizen Kane (1941),Casablanca (1942),Shichinin no samurai (1954),Star Wars (1977),Memento (2000),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),One Flew Over the Cuckoo's Nest (1975),Rear Window (1954),Star Wars: Episode V - The Empire Strikes Back (1980),Raiders of the Lost Ark (1981),The Usual Suspects (1995),The Lord of the Rings: The Two Towers (2002),Le fabuleux destin d'Amélie Poulain (2001),North by Northwest (1959),Pulp Fiction (1994),
2003/5/1,The Godfather (1972),The Shawshank Redemption (1994),The Godfather: Part II (1974),The Lord of the Rings: The Fellowship of the Ring (2001),Schindler's List (1993),Casablanca (1942),Citizen Kane (1941),Shichinin no samurai (1954),Star Wars (1977),Memento (2000),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),One Flew Over the Cuckoo's Nest (1975),Rear Window (1954),Star Wars: Episode V - The Empire Strikes Back (1980),The Lord of the Rings: The Two Towers (2002),Raiders of the Lost Ark (1981),The Usual Suspects (1995),Le fabuleux destin d'Amélie Poulain (2001),Pulp Fiction (1994),North by Northwest (1959),
2003/6/1,The Godfather (1972),The Shawshank Redemption (1994),The Godfather: Part II (1974),The Lord of the Rings: The Fellowship of the Ring (2001),Schindler's List (1993),Citizen Kane (1941),Casablanca (1942),Shichinin no samurai (1954),Star Wars (1977),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),One Flew Over the Cuckoo's Nest (1975),Memento (2000),Rear Window (1954),The Lord of the Rings: The Two Towers (2002),Star Wars: Episode V - The Empire Strikes Back (1980),Raiders of the Lost Ark (1981),The Usual Suspects (1995),Le fabuleux destin d'Amélie Poulain (2001),Pulp Fiction (1994),North by Northwest (1959),
2003/7/1,The Godfather (1972),The Shawshank Redemption (1994),The Godfather: Part II (1974),Schindler's List (1993),The Lord of the Rings: The Fellowship of the Ring (2001),Casablanca (1942),Citizen Kane (1941),Shichinin no samurai (1954),Star Wars (1977),The Lord of the Rings: The Two Towers (2002),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),One Flew Over the Cuckoo's Nest (1975),Memento (2000),Rear Window (1954),Star Wars: Episode V - The Empire Strikes Back (1980),Raiders of the Lost Ark (1981),The Usual Suspects (1995),Pulp Fiction (1994),Le fabuleux destin d'Amélie Poulain (2001),North by Northwest (1959),
2003/8/1,The Godfather (1972),The Shawshank Redemption (1994),The Godfather: Part II (1974),Schindler's List (1993),Casablanca (1942),The Lord of the Rings: The Fellowship of the Ring (2001),Citizen Kane (1941),Shichinin no samurai (1954),Star Wars (1977),The Lord of the Rings: The Two Towers (2002),One Flew Over the Cuckoo's Nest (1975),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Rear Window (1954),Memento (2000),Star Wars: Episode V - The Empire Strikes Back (1980),Raiders of the Lost Ark (1981),The Usual Suspects (1995),Pulp Fiction (1994),North by Northwest (1959),Le fabuleux destin d'Amélie Poulain (2001),
2003/9/1,The Godfather (1972),The Shawshank Redemption (1994),The Godfather: Part II (1974),Schindler's List (1993),Casablanca (1942),The Lord of the Rings: The Fellowship of the Ring (2001),Citizen Kane (1941),Shichinin no samurai (1954),Star Wars (1977),The Lord of the Rings: The Two Towers (2002),One Flew Over the Cuckoo's Nest (1975),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Rear Window (1954),Memento (2000),Star Wars: Episode V - The Empire Strikes Back (1980),Raiders of the Lost Ark (1981),The Usual Suspects (1995),Pulp Fiction (1994),North by Northwest (1959),Le fabuleux destin d'Amélie Poulain (2001),
2003/10/1,The Godfather (1972),The Shawshank Redemption (1994),The Godfather: Part II (1974),Schindler's List (1993),Casablanca (1942),The Lord of the Rings: The Fellowship of the Ring (2001),Citizen Kane (1941),The Lord of the Rings: The Two Towers (2002),Shichinin no samurai (1954),Star Wars (1977),One Flew Over the Cuckoo's Nest (1975),Rear Window (1954),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Memento (2000),Star Wars: Episode V - The Empire Strikes Back (1980),Raiders of the Lost Ark (1981),The Usual Suspects (1995),Pulp Fiction (1994),North by Northwest (1959),Le fabuleux destin d'Amélie Poulain (2001),
2003/11/1,The Godfather (1972),The Shawshank Redemption (1994),The Godfather: Part II (1974),Schindler's List (1993),Casablanca (1942),The Lord of the Rings: The Two Towers (2002),The Lord of the Rings: The Fellowship of the Ring (2001),Shichinin no samurai (1954),Citizen Kane (1941),Star Wars (1977),One Flew Over the Cuckoo's Nest (1975),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Rear Window (1954),Memento (2000),Star Wars: Episode V - The Empire Strikes Back (1980),Raiders of the Lost Ark (1981),The Usual Suspects (1995),Pulp Fiction (1994),North by Northwest (1959),Le fabuleux destin d'Amélie Poulain (2001),
2003/12/1,The Godfather (1972),The Shawshank Redemption (1994),The Godfather: Part II (1974),The Lord of the Rings: The Two Towers (2002),Casablanca (1942),Schindler's List (1993),Shichinin no samurai (1954),The Lord of the Rings: The Fellowship of the Ring (2001),Citizen Kane (1941),Star Wars (1977),One Flew Over the Cuckoo's Nest (1975),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Rear Window (1954),Star Wars: Episode V - The Empire Strikes Back (1980),Memento (2000),Raiders of the Lost Ark (1981),The Usual Suspects (1995),Pulp Fiction (1994),North by Northwest (1959),Le fabuleux destin d'Amélie Poulain (2001),
2004/1/1,The Godfather (1972),The Shawshank Redemption (1994),The Godfather: Part II (1974),The Lord of the Rings: The Return of the King (2003),The Lord of the Rings: The Two Towers (2002),Casablanca (1942),Schindler's List (1993),The Lord of the Rings: The Fellowship of the Ring (2001),Shichinin no samurai (1954),Star Wars (1977),Citizen Kane (1941),One Flew Over the Cuckoo's Nest (1975),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Rear Window (1954),Star Wars: Episode V - The Empire Strikes Back (1980),Raiders of the Lost Ark (1981),Memento (2000),The Usual Suspects (1995),Pulp Fiction (1994),North by Northwest (1959),
2004/2/1,The Godfather (1972),The Shawshank Redemption (1994),The Godfather: Part II (1974),The Lord of the Rings: The Return of the King (2003),The Lord of the Rings: The Two Towers (2002),Casablanca (1942),The Lord of the Rings: The Fellowship of the Ring (2001),Schindler's List (1993),Shichinin no samurai (1954),Star Wars (1977),Citizen Kane (1941),One Flew Over the Cuckoo's Nest (1975),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Rear Window (1954),Star Wars: Episode V - The Empire Strikes Back (1980),Raiders of the Lost Ark (1981),Memento (2000),The Usual Suspects (1995),Pulp Fiction (1994),North by Northwest (1959),
2004/3/1,The Godfather (1972),The Shawshank Redemption (1994),The Godfather: Part II (1974),The Lord of the Rings: The Return of the King (2003),The Lord of the Rings: The Two Towers (2002),Casablanca (1942),Schindler's List (1993),The Lord of the Rings: The Fellowship of the Ring (2001),Shichinin no samurai (1954),Star Wars (1977),Citizen Kane (1941),One Flew Over the Cuckoo's Nest (1975),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Rear Window (1954),Star Wars: Episode V - The Empire Strikes Back (1980),Raiders of the Lost Ark (1981),The Usual Suspects (1995),Memento (2000),Pulp Fiction (1994),North by Northwest (1959),
2004/4/1,The Godfather (1972),The Shawshank Redemption (1994),The Godfather: Part II (1974),The Lord of the Rings: The Return of the King (2003),The Lord of the Rings: The Two Towers (2002),Schindler's List (1993),Casablanca (1942),Shichinin no samurai (1954),The Lord of the Rings: The Fellowship of the Ring (2001),Star Wars (1977),Citizen Kane (1941),One Flew Over the Cuckoo's Nest (1975),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Star Wars: Episode V - The Empire Strikes Back (1980),Rear Window (1954),Raiders of the Lost Ark (1981),The Usual Suspects (1995),Pulp Fiction (1994),Memento (2000),North by Northwest (1959),
2004/5/1,The Godfather (1972),The Shawshank Redemption (1994),The Godfather: Part II (1974),The Lord of the Rings: The Return of the King (2003),The Lord of the Rings: The Two Towers (2002),Schindler's List (1993),Shichinin no samurai (1954),Casablanca (1942),The Lord of the Rings: The Fellowship of the Ring (2001),Star Wars (1977),Citizen Kane (1941),One Flew Over the Cuckoo's Nest (1975),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Star Wars: Episode V - The Empire Strikes Back (1980),Rear Window (1954),Raiders of the Lost Ark (1981),Pulp Fiction (1994),The Usual Suspects (1995),Memento (2000),North by Northwest (1959),
